"","category_name","group_name","total_members","city","created"
"7914","Music","Art Voices Matter Presented By Creating Crimson",86,"Chicago",2017-05-23
"7915","Music","Artists Meetup",410,"New York City",2015-06-27
"7916","Music","Asian American Musicians Chicago",79,"Chicago",2016-06-03
"7917","Music","Bay Area Amateur Pianists",312,"San Francisco",2013-07-10
"7918","Music","Bay Area Britpop",1,"San Francisco",2011-02-01
"7919","Music","Bay Area Classical Mandolin Lovers",12,"San Francisco",2017-05-17
"7920","Music","Bay Area Classical Music Meetup",3179,"San Francisco",2007-06-17
"7921","Music","Bay Area Early Music Meetup",72,"San Francisco",2014-02-09
"7922","Music","Bay Area Gay Spirit/Flesh and Spirit Queer Men's Drum Circle",138,"San Francisco",2012-11-04
"7923","Music","BAY AREA LIVE: Curated, amazing live concerts with friends",47,"San Francisco",2017-07-25
"7924","Music","Bay Area Reggae Lovers",1,"San Francisco",2017-07-28
"7925","Music","Beatles Music  Jam",164,"New York City",2014-01-19
"7926","Music","Big Apple Chorus",96,"New York City",2016-12-05
"7927","Music","Black Alternative Live Music",40,"San Francisco",2017-10-05
"7928","Music","Bluegrass Jams hosted by the Westside Irregulars",54,"New York City",2013-08-17
"7929","Music","Broadway & Showtunes Karaoke",191,"New York City",2017-01-24
"7930","Music","Brooklyn Electronic Music Meetup",88,"New York City",2017-07-31
"7931","Music","Buskers Worldwide",20,"New York City",2013-01-02
"7932","Music","Caribbean Friends of NYC",1,"New York City",2016-06-10
"7933","Music","Carnegie Hall & Lincoln Center Concertgoers",652,"New York City",2012-04-12
"7934","Music","Centri Music Industry Network - NYC",66,"New York City",2017-08-01
"7935","Music","chamber music class at Greenwich House",24,"New York City",2017-02-22
"7936","Music","CHI-ROCK EN ESPANOL MEETUP",40,"Chicago",2016-07-05
"7937","Music","Chicago's ALPHAbar Karaoke League and Events",51,"Chicago",2016-04-12
"7938","Music","Chicago & Global Dancing, Clubbing & Electronic Music",2210,"Chicago",2013-08-04
"7939","Music","Chicago A Cappella Meetup",22,"Chicago",2017-07-13
"7940","Music","Chicago Amateur Pianist Guild",35,"Chicago",2014-01-05
"7941","Music","Chicago Area Chamber Musicians Meetup Group",351,"Chicago",2007-05-14
"7942","Music","Chicago Area Shakuachi Group",23,"Chicago",2016-06-13
"7943","Music","Chicago Beatbox (CBB) Meetup",1,"Chicago",2015-12-22
"7944","Music","Chicago Classical Music Events",3616,"Chicago",2007-12-17
"7945","Music","Chicago concert goers",2252,"Chicago",2011-01-19
"7946","Music","Chicago Contemporary and Modern Music Interest Group",69,"Chicago",2013-07-05
"7947","Music","Chicago County Music",184,"Chicago",2015-10-07
"7948","Music","Chicago Electronic Music Producers Meetup",53,"Chicago",2017-06-18
"7949","Music","Chicago Greasers",30,"Chicago",2017-01-23
"7950","Music","Chicago Guitarists",468,"Chicago",2010-11-01
"7951","Music","Chicago Harmonica Meetup",171,"Chicago",2010-01-07
"7952","Music","Chicago Heavy Metal Group",309,"Chicago",2012-05-01
"7953","Music","Chicago Indie Music Meetup",1252,"Chicago",2014-01-13
"7954","Music","Chicago Instant Album",1,"Chicago",2017-08-25
"7955","Music","Chicago Music Meetup",1,"Chicago",2017-08-29
"7956","Music","Chicago North Harmonica Meetup",10,"Chicago",2017-01-18
"7957","Music","Chicago Piano Meetup Group",355,"Chicago",2006-12-18
"7958","Music","Chicago Sacred Harp Singing",241,"Chicago",2009-07-25
"7959","Music","Chicago Stoner Metal Meetup",19,"Chicago",2017-06-10
"7960","Music","Chicago Synthesizer and Electronic Instrument Magic",33,"Chicago",2017-10-19
"7961","Music","Chicago Tabla meetup",8,"Chicago",2012-07-17
"7962","Music","Chicago Taiko Meetup",37,"Chicago",2013-01-03
"7963","Music","Chicago Vocal Jam",183,"Chicago",2015-08-31
"7964","Music","Chicago Wind Ensemble Meetup",12,"Chicago",2017-09-01
"7965","Music","Chicago World Music Meetup",35,"Chicago",2017-07-09
"7966","Music","Christian Group Vocal Lessons",1,"New York City",2017-04-09
"7967","Music","Christmas Carol Singers",88,"San Francisco",2010-12-17
"7968","Music","CircleSinging NYC Vocal Improvisation Meetup",152,"New York City",2015-03-04
"7969","Music","Classic Album Sundays Chicago",1,"Chicago",2017-02-23
"7970","Music","Classical for All",509,"New York City",2014-03-17
"7971","Music","Classical Music Friends in the Bay Area",635,"San Francisco",2011-01-06
"7972","Music","Community Renewal Chorus",18,"Chicago",2013-10-31
"7973","Music","Composing Film and Game Music NYC",80,"New York City",2015-06-24
"7974","Music","Composing Film/Game Music Chicago",19,"Chicago",2017-03-23
"7975","Music","Composing Film/Game Music SF",61,"San Francisco",2014-05-31
"7976","Music","concerts, music",1,"New York City",2017-10-06
"7977","Music","Dance University",1,"Chicago",2016-02-16
"7978","Music","Digital Music NY",928,"New York City",2009-09-04
"7979","Music","Disco Lives in NYC",27,"New York City",2015-03-12
"7980","Music","DJ Club SF",428,"San Francisco",2010-05-01
"7981","Music","djembe drumming group",58,"Chicago",2010-06-18
"7982","Music","Drum Circles in Chicago:  Declare a drum circle",929,"Chicago",2013-03-16
"7983","Music","Drum Spiral",23,"New York City",2017-05-15
"7984","Music","Drummers and Muscians of Chicago",1,"Chicago",2017-07-12
"7985","Music","Eat, Drink & Sing !",163,"San Francisco",2012-06-22
"7986","Music","Electronic Dance Music(EDM) EVENT Meetup in NYC -Tristate",838,"New York City",2016-02-14
"7987","Music","Electronic DJ's and Producers",117,"San Francisco",2013-08-25
"7988","Music","Electronic Open Mic",130,"New York City",2016-02-09
"7989","Music","Eliane Delage Guitar Ensemble",155,"New York City",2013-05-08
"7990","Music","Empire Pub Crawl NYC",61,"New York City",2017-07-28
"7991","Music","Experience Your Soul's Energy Through Singing",148,"New York City",2013-04-02
"7992","Music","Extra Fly: Hip Hop, Reggae, Soca Music Club Night in SF",176,"San Francisco",2012-03-07
"7993","Music","Fabri Fibra & Clementino Iena White (Rapstar) Fans NY, NY",9,"New York City",2015-05-12
"7994","Music","Fans of San Francisco Symphony, Opera, Ballet and More",133,"San Francisco",2017-07-03
"7995","Music","Female Musicians of Livonia",1,"New York City",2015-11-09
"7996","Music","Folk Music NYC",486,"New York City",2011-02-24
"7997","Music","For the Love of Ghazals",35,"San Francisco",2015-08-04
"7998","Music","Freaky Awesome Shows",1042,"San Francisco",2016-08-11
"7999","Music","Free Live Jazz in New York City",652,"New York City",2015-01-05
"8000","Music","Free Workshops: How to Become an Audio Professional",565,"New York City",2017-02-08
"8001","Music","Free Workshops: Vocal Development for Session Singing",1,"New York City",2017-04-11
"8002","Music","Friends of Merit",1,"Chicago",2017-08-09
"8003","Music","Fun & Exciting Things To Do In NYC",1024,"New York City",2016-01-14
"8004","Music","Funkadelic Studios",651,"New York City",2014-02-25
"8005","Music","Funkadelic Studios 1st Thursday Funk Rockout!",539,"New York City",2016-03-28
"8006","Music","FunTimeChoir!",1,"San Francisco",2017-01-04
"8007","Music","Garfield Park Conservatory ~ Music Under Glass",552,"Chicago",2015-09-05
"8008","Music","Girls Rock! Meetup",142,"San Francisco",2016-02-22
"8009","Music","Global Hip-Hop FAM",1149,"New York City",2007-12-23
"8010","Music","Gotham City Dark Arts",940,"New York City",2014-07-05
"8011","Music","Gotham Rock Choir: NYC's Pop, Rock & Soul Choir",335,"New York City",2012-06-23
"8012","Music","Guitar Self Learning/Practice Meetup - SF",53,"San Francisco",2017-05-20
"8013","Music","Gypsy Jazz NYC with Luke Hendon",99,"New York City",2016-12-10
"8014","Music","Gypsy Jazz, Flamenco and Beyond Jam",93,"San Francisco",2013-10-27
"8015","Music","Hamilton Sing Along",179,"New York City",2016-04-25
"8016","Music","Hanging Out (with EDM People)",38,"New York City",2017-09-22
"8017","Music","Happy Hour Guitar",357,"New York City",2011-03-24
"8018","Music","Harlem Artists - The New Renaissance",78,"New York City",2017-02-09
"8019","Music","Harlem Jam Session Meetup",541,"New York City",2014-12-14
"8020","Music","Hathaway Brown School Vocalists at Metropolitan Room!",12,"New York City",2017-05-31
"8021","Music","Healthy Living Chicago",1,"Chicago",2010-11-10
"8022","Music","Hit Songs Deconstructed",329,"New York City",2013-06-11
"8023","Music","Holiday Caroling in Union Square!",34,"New York City",2016-11-23
"8024","Music","immaculate electronica NY",199,"New York City",2011-08-01
"8025","Music","International Brazilian Opera Company",1,"New York City",2016-06-14
"8026","Music","Intro to Voice Training -- NYC",591,"New York City",2015-01-27
"8027","Music","irish music trad session",225,"San Francisco",2011-08-21
"8028","Music","Janelle Jazz With U Lovers International",1,"New York City",2011-10-13
"8029","Music","JayDub's Rave Crew",85,"San Francisco",2013-11-11
"8030","Music","Jazz Bass Enthusiasts",1,"New York City",2017-10-05
"8031","Music","Jethro Tull",26,"New York City",2009-12-09
"8032","Music","Karaoke Cult NYC",1,"New York City",2017-10-04
"8033","Music","KARAOKE DANCE PARTY",162,"San Francisco",2008-06-06
"8034","Music","Karaoke Social",1,"New York City",2017-10-19
"8035","Music","Keep Calm and Karaoke Wednesdays at Mad River Bar & Grille",54,"Chicago",2017-07-25
"8036","Music","Latin Music Concerts and Classes at Community Music Center",157,"San Francisco",2016-06-06
"8037","Music","Let's enjoy klezmer music!",35,"Chicago",2017-10-07
"8038","Music","Let's Meetup and Play Piano!",1,"New York City",2013-03-02
"8039","Music","Let's Read Classical Chamber Music!",170,"New York City",2013-04-11
"8040","Music","Let's Talk Music NYC Meetup",248,"New York City",2015-03-18
"8041","Music","Life Out Loud!",638,"New York City",2013-04-12
"8042","Music","Live Acoustic Music Chicago",942,"Chicago",2016-01-18
"8043","Music","Live Country Music Fans!",1,"New York City",2017-01-31
"8044","Music","Live Jazz (& Blues) Meetup Group",879,"San Francisco",2008-07-22
"8045","Music","Live Music and Arts in Chicago (L'MAC)",235,"Chicago",2016-05-13
"8046","Music","Live Music San Francisco",7153,"San Francisco",2010-04-05
"8047","Music","Live Music Saturday Night New York",125,"New York City",2017-09-15
"8048","Music","LiveTheBiz Event Group",66,"New York City",2017-03-23
"8049","Music","Logan Square Open Jam Session",189,"Chicago",2017-08-16
"8050","Music","Logic Pro User Group (SF Bay)",50,"San Francisco",2015-01-03
"8051","Music","Mad River Karaoke Wednesday's",1,"New York City",2017-06-19
"8052","Music","Make Music Mass Appeal : Guitarists Invade Union Square!",518,"New York City",2009-05-08
"8053","Music","Mallus in Chi-town",1,"Chicago",2017-03-16
"8054","Music","Maya's Thursdays",1,"Chicago",2017-08-30
"8055","Music","Meet Eighth Blackbird!",26,"Chicago",2016-10-29
"8056","Music","Men's A Cappella - Who Wants To Sing",50,"Chicago",2016-08-23
"8057","Music","Mobile Music Meetup",133,"San Francisco",2012-07-25
"8058","Music","Music-Preneurs, Industry Networkers & Opportunity Seekers",1898,"New York City",2006-12-06
"8059","Music","Music Art Commons",1,"San Francisco",2017-03-13
"8060","Music","Music in Chelsea - Hidden Gem Concerts!",43,"New York City",2017-10-18
"8061","Music","Music Industry Chicago",69,"Chicago",2017-09-29
"8062","Music","Music Industry San Francisco",1,"San Francisco",2017-09-28
"8063","Music","Music Is Good Medicine at UCSF",1,"San Francisco",2016-11-03
"8064","Music","Music Makers New York Recreational Musicians Meetup Group",588,"New York City",2007-05-09
"8065","Music","Music Makers of New York",239,"New York City",2011-07-06
"8066","Music","Music Mania Manhattan! (Classical Music Lovers & Players)",1,"New York City",2017-09-13
"8067","Music","Music Tech",321,"San Francisco",2012-10-08
"8068","Music","Music Without Borders",151,"San Francisco",2013-10-16
"8069","Music","MUZAMI (House, Tech House, Techno Show Meetup)",576,"San Francisco",2013-05-22
"8070","Music","n/a",1,"New York City",2014-09-29
"8071","Music","New York amateur chamber music Meetup",40,"New York City",2017-08-12
"8072","Music","New York Ballet & Opera Meetup",242,"New York City",2015-08-22
"8073","Music","New York Blues Jam Meetup",54,"New York City",2016-10-07
"8074","Music","New York Celtic Music Meetup Group",911,"New York City",2007-02-07
"8075","Music","New York Christian Musicians Meetup",33,"New York City",2016-04-07
"8076","Music","New York City Allman Brothers Band Song and Jam",23,"New York City",2015-10-19
"8077","Music","New York City Classical Guitar Society",270,"New York City",2011-08-06
"8078","Music","New York City Electroacoustic Music Society  (NYCEMS)",201,"New York City",2013-10-20
"8079","Music","New York City Grateful Dead Song and Jam Meetup",1,"New York City",2013-12-21
"8080","Music","New York City Music For TV & Film Meetup Hosted By LH Media",1,"New York City",2013-08-15
"8081","Music","New York Karaoke Meetup",176,"New York City",2016-11-15
"8082","Music","New York LatiNew Meetup- Brasilatin",8,"New York City",2017-10-19
"8083","Music","New York Live Jazz Meetup",365,"New York City",2014-08-10
"8084","Music","New York Live Jazz Music Meetup",234,"New York City",2015-11-11
"8085","Music","New York Live Music Meetup",665,"New York City",2016-04-23
"8086","Music","New York Music Business",97,"New York City",2016-10-13
"8087","Music","New York Music Publishing & Licensing Meetup",1,"New York City",2016-09-29
"8088","Music","New York Musicians Meetup",29,"New York City",2017-10-12
"8089","Music","New York Neo Soul, Deep/Soulful House, old school rap lovers",37,"New York City",2016-10-15
"8090","Music","New York NoteWorking Meetup",164,"New York City",2009-09-22
"8091","Music","New York Piano Group",1,"New York City",2010-02-10
"8092","Music","New York Rockers",29,"New York City",2016-03-04
"8093","Music","New York Session Symphony",62,"New York City",2014-10-28
"8094","Music","New York Social After Work Club",820,"New York City",2010-02-09
"8095","Music","New York Solo Piano Meetup",32,"New York City",2016-06-27
"8096","Music","New York Songwriters Collective",986,"New York City",2015-10-20
"8097","Music","New York SoundWalkers",36,"New York City",2016-09-25
"8098","Music","New York Theremin Players Meetup",18,"New York City",2017-04-11
"8099","Music","New York Whistling Meetup",7,"New York City",2017-10-02
"8100","Music","New Yorkers for Peace in the Middle East",161,"New York City",2006-11-21
"8101","Music","New Yorkers Who Love Bluegrass Music",120,"New York City",2014-09-29
"8102","Music","New Yorkers who love Cajun Music",51,"New York City",2015-03-18
"8103","Music","No Pangolins",1,"San Francisco",2016-07-17
"8104","Music","Northside Pickers and Bluegrassers",118,"Chicago",2012-01-23
"8105","Music","NY A Cappella Jazz Singers meetup for good sight readers",83,"New York City",2015-01-25
"8106","Music","NY Acoustic Song Circle",433,"New York City",2017-01-07
"8107","Music","NY Concert Meetup",1476,"New York City",2009-10-08
"8108","Music","NY I Love To Sing Community Jams, Choir and Gatherings",441,"New York City",2013-02-26
